"name","publishedAtDate","stars","state","text","title"
"Muhammad Haikal Mukhtar","2024-10-12T06:18:48.132Z","5","Negeri Sembilan","Book 1 room. 2 single beds with breakfast. The hotel provides us with 2 parking lots.

The room service is clean and spacious.
Have mini fridge, hair dryer as well as iron and its board.

The pool is very clean.
They provide separate towels just for the pool goers.

The breakfast is plentiful. Enough for everybody.

Good services from every staff working there. They always smile.","Royale Chulan Seremban"
"Amir Halim","2024-10-11T10:29:33.479Z","5","Negeri Sembilan","Booked for connecting room, i must say its spacious.
Children love the pool and slide- not to forget the jacuzzi.
Breakfast is awesome! Plenty to choose- 3days 2 night just not enough","Royale Chulan Seremban"
"Shafiqul Islam","2024-10-10T17:44:38.986Z","5","Negeri Sembilan","My mother nature is beautiful.","Royale Chulan Seremban"
"Евгений Круглов","2024-10-10T16:31:35.435Z","2","Negeri Sembilan",,"Royale Chulan Seremban"
"Nabil","2024-10-10T01:56:31.092Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Clair De Vries","2024-10-08T12:14:34.812Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"SUHAIMI md aris","2024-10-08T08:30:26.294Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Farah Happyz6","2024-10-07T14:24:24.617Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Fong Jian Yip","2024-10-07T04:14:07.952Z","3","Negeri Sembilan",,"Royale Chulan Seremban"
"Trip.com Member","2024-10-06T23:59:59.999Z",,"Negeri Sembilan","Booked 3 rooms. My room, shower no hot, got baby lipas 2 ekor. Remote tv not working. We are too lazy to call for maintenance. So we sleep with tv on since the main switch the back of the cabinet. Luckily the volume is slow😂. Kids enjoy the pool very much.","Royale Chulan Seremban"
"Mohammad hannan Mohammad roshdan","2024-10-06T15:22:49.090Z","4","Negeri Sembilan",,"Royale Chulan Seremban"
"Jaspia 99","2025-07-12T03:25:49.568Z","5","Selangor",,"Royale Chulan The Curve"
"travel local.","2025-07-08T02:08:19.737Z","4","Selangor","very friendly service staff..
room are clean and comfortable..
this hotel connect with shopping complex..","Royale Chulan The Curve"
"Firzana","2025-07-07T22:15:04.138Z","5","Selangor",,"Royale Chulan The Curve"
"Woon Yang Ng","2025-07-05T03:33:00.490Z","4","Selangor","the hotel is kind of old, but the aircon is very powerful and the water strong and hot. clean and well kept in general. service is good too. well connected to The Curve and IPC Mall. 20min from Subang airport by car.","Royale Chulan The Curve"
"Ain Dannia","2025-07-03T23:30:53.189Z","5","Selangor","terbaik.. hotel selesa, bersih, paling best nak ke mall jalan kaki je.","Royale Chulan The Curve"
"Katherine Wong","2025-07-02T05:44:24.179Z","4","Selangor","I have stayed at 3 Royale Chulans in KL and I ranked this the best in how well it is run.  Communication is via WhatsApp which was answered promptly , checking in process fast and efficient. Breakfast is adequate and never varies but I enjoy the roti chanai and the chicken curry . Room is a little dated and the mixer in the bathroom does not really work - but hot water is plentiful and water pressure strong .
But the things that make this hotel my top choice is not really about the hotel - the 5mins walk to MRT, the Curve with enough spas and eateries for a short stay and the partnership with Fitness First gym which is just a short 3 mins walk away .","Royale Chulan The Curve"
"shan mary","2025-07-01T15:45:24.136Z","5","Selangor","Very nice and convenient place for relax and shopping...very good service and friendly staff especially front office and concierge team.","Royale Chulan The Curve"
"charissa song","2025-07-01T02:12:03.925Z","4","Selangor",,"Royale Chulan The Curve"
"Abdul Asy","2025-07-01T01:12:57.358Z","5","Selangor",,"Royale Chulan The Curve"
"Wanie Angel","2025-06-30T23:39:48.182Z","5","Selangor",,"Royale Chulan The Curve"
"SATHEESH KUMAR","2025-06-30T06:08:20.495Z","5","Selangor",,"Royale Chulan The Curve"
"Arly Banjarnahor","2025-06-30T02:38:20.670Z","5","Selangor",,"Royale Chulan The Curve"
"Hairyamin Yahya","2025-06-28T12:11:51.352Z","4","Selangor",,"Royale Chulan The Curve"
"elina","2025-06-27T09:07:16.886Z","5","Selangor","mr shan is very polite. good service too. i love yall","Royale Chulan The Curve"
"Azlida Alias","2025-06-26T05:57:08.276Z","5","Selangor","Pertama kali stay sini. Bilik penginapan yang sangat selesa, luas, bersih dan lengkap dengan amenities yang diperlukan. Lokasi hotel yang sangat dekat dengan kemudahan shopping mall, restaurants dan hanya berjalan kaki ke IKEA !!

Sangat recommended untuk stay disini. Harga yang berbaloi termasuk sarapan. Pasti anda tidak akan menyesal.","Royale Chulan The Curve"
"Karunakaran Krishna Nair","2025-06-25T03:44:41.154Z","5","Selangor","Ok, quite a busy place, surrounded by shopping malls. Parking is not a problem and it's paid parking with cashless (using a card)exit.","Royale Chulan The Curve"
"Siti Shahrina Agos","2025-06-24T10:08:01.911Z","5","Selangor",,"Royale Chulan The Curve"
"Peer Mouwen","2025-04-08T07:48:03.368Z","5","Penang","The pool is a great location to relax, beside their is a Gym. We met Selva the poolboy who takes care of the gym and the pool. The Guy is cheer and helpful. But more important he takes care of this location if it were its own childeren. Everything is Nice, Tidy and very clean.","Royale Chulan Penang"
"Trip.com Member","2025-04-07T23:59:59.999Z",,"Penang","We enjoyed our stay here. Room, breakfast, cleanliness, staff behavior everything was 10/10. Highly recommend.","Royale Chulan Penang"
"Trip.com Member","2025-04-06T23:59:59.999Z",,"Penang","Simply perfect getaway with 8months old baby. 3days 2nights are just perfecti. Location is just great if you’re to drive in Georgetown. Almost everything that you’d want to go/do in Georgetown is within 5-10mins drive. Will definitely come back","Royale Chulan Penang"
"Trip.com Member","2025-04-06T23:59:59.999Z",,"Penang","The reception staff Ling was extremely helpful, providing assistance and showed a lot of respects for the elderly.","Royale Chulan Penang"
"38ruedigerr","2025-04-05T23:59:59.999Z",,"Penang","Sehr angenehm  |und mit viel Komfort sind die Zimmer, das Buffet-Essen aussergewöhnlich vielfaeltig in alle nur denkbare Kuechenrichtungen aber es fehlt die Feinheit der Zubereitung.Das Personal sehr aufmerksam und zuvorkommend,|Sauberkeit einwandfrei, das Schwimmbad sehr gut und gepfegt","Royale Chulan Penang"
"Yap Yee Siang","2025-04-04T07:49:41.377Z","5","Penang","Near to the Penang heritage site within walking distance.","Royale Chulan Penang"
"mohd elmi faizal md jamil","2025-04-04T02:26:48.688Z","5","Penang","MR SELVA THE POOL ATTENDANT IS SO NICE AND KNOW THE POOL AND GYM RULES & REGULATIONS.HE ASSIST ME N KNOW HOW TO OPERATE ALL THE GYM EQUIPMENT.SO FRIENDLY.VERY GOOD PERSON.","Royale Chulan Penang"
"Trip.com Member","2025-04-02T23:59:59.999Z",,"Penang","The best royal chulan chains in Malaysia so far compared to the one in KL and Damansara.Staff quality on the top notch, always greeting and smiling.Room is spacious and very clean. The bathroom is really clean and separated for the w.c and the shower.Breakfast was good and delicious too!Overall satisfied with the service and please keep it up!!","Royale Chulan Penang"
"Rayyan Zarif","2025-04-02T02:16:58.762Z","5","Penang","the service is so good the person the name is salva is very sporting and then many help me in gym and pool","Royale Chulan Penang"
"anizar arifin","2025-04-01T01:01:55.689Z","5","Penang",,"Royale Chulan Penang"
"Julian S","2025-03-30T12:48:48.905Z","4","Penang","The hotel was quite nice.  The room was spacious, the Internet worked fine.   Good shower and aircon.  The staff were all really friendly and helpful and there was plenty of breakfast options.
The hotel approach wasn't so nice butv overall a very pleasant stay.","Royale Chulan Penang"
"Ali Kan","2025-03-30T11:37:13.246Z","4","Penang",,"Royale Chulan Penang"
"Raja Asri","2025-03-30T05:23:49.300Z","5","Penang",,"Royale Chulan Penang"
"kartiga Silvaraju","2025-03-30T04:33:08.230Z","5","Penang","Had a great staycation with my little family here.
Room was clean. Breakfast was good.
Really loved their salt water swimming pool","Royale Chulan Penang"
"Cheah fc","2025-03-30T04:28:16.988Z","5","Penang",,"Royale Chulan Penang"
"ruixin","2025-03-30T03:47:05.676Z","5","Penang","工作人员都非常热情，酒店非常安静，就处在乔治市中心，去哪里都很方便","Royale Chulan Penang"
"Jacek Winiarski","2025-03-29T07:28:45.382Z","4","Penang","Bardzo dobra lokalizacja, bezpłatny parking, basen, miła obsługa i urozmaicone śniadanie. Hotel ma już swoje lata i pokoje a zwłaszcza łazienki wymagają odświeżenia. Mimo to polecam.","Royale Chulan Penang"
"zull vtec","2025-03-29T07:09:21.874Z","5","Penang","Great","Royale Chulan Penang"
"Trip.com Member","2025-03-28T23:59:59.999Z",,"Penang","Disappointing Front Desk ServiceOn March 27, 2025, at around 1 PM, I encountered an unpleasant experience during checkout at Royale Chulan Hotel. I had accidentally left my room key card in the breakfast restaurant and asked a male front desk supervisor (in a black uniform with a black tie) to call and check if it was there. Instead of assisting, he simply told me that it was my responsibility to bring the key card to the front desk to avoid an RM20 charge. His response was dismissive and lacked professionalism. A well-trained supervisor should handle guest concerns with proper manners and a helpful attitude. This experience left a negative impression of the hotel's service quality.","Royale Chulan Penang"
"Amar Bhattacharya","2025-03-28T18:34:59.714Z","5","Penang",,"Royale Chulan Penang"
"Trip.com Member","2025-06-21T23:59:59.999Z",,"Selangor","I will definitely book this hotel again if I visit Petaling Jaya, Malaysia again. Spacious double bed room and bathroom was clean. The breakfast was good. The staff would help us safe keep our luggage bags after we had checked out from the hotel.","Royale Chulan The Curve"
"Mohd Iqbal Mohd Saidi","2025-06-19T22:01:42.204Z","5","Selangor",,"Royale Chulan The Curve"
"ali boz","2025-06-18T18:36:33.255Z","2","Selangor","The only good thing I can say about the hotel is that its location is very nice. Other than that, everything else is below average. I can also say that the employees are well-intentioned and helpful, but it was a bad experience for us. The rooms are bad, the wallpaper is peeling off. There is no phone in the rooms. We had to call the hotel's external line to tell them that the TV was not working. When no one came for hours, we went to the reception and complained, and we learned that they used the Whats Up line instead of the phone line. The breakfast was also below average. The breakfast is aimed at local customers. As a result, I was not satisfied.","Royale Chulan The Curve"
"Imran Haziq Bin Khairul Anuar","2025-06-18T03:28:02.520Z","3","Selangor","I stayed at this hotel for two nights and overall, I would describe the experience as quite average. The highlights of my stay were definitely the food and the service from the staff. The breakfast buffet offered a good variety of traditional Malay dishes, all of which were flavourful and well-prepared. The staff were generally friendly and accommodating, and service requests were handled promptly. Check-in was also quick and efficient which I appreciated after a long day of travel.

However, there were several disappointing aspects that overshadowed the positives. First and foremost, the hotel seems to charge guests for almost everything. There is no complimentary parking even in-house guests are required to pay for it. Additionally, any extra amenities such as towels or blankets come with a charge of around RM5–RM10, which is quite unusual compared to other hotels I’ve stayed at. It felt unnecessarily inconvenient and rather stingy for a hotel of this supposed calibre.

Another major issue is the condition of the hotel itself. While it may have once been considered ‘classic’, it now feels outdated and neglected. The entire property is in desperate need of refurbishment. The wallpaper in my room was peeling, the carpet and flooring were stained and the bed frame had visible damage. It’s clear that maintenance has been long overlooked.

This seems to be a recurring theme across the Royale Chulan hotel chain. There appears to be a reluctance to invest in proper renovation and upkeep, and it shows. Some properties, like Royale Chulan The Curve, have deteriorated to the point where regular maintenance no longer suffices. Major renovations are urgently needed. Cleanliness was also questionable during my stay, with visible dust throughout the room, making the space feel uncomfortable and unhygienic.

In conclusion, while the staff and food provided a pleasant touch to the experience, the overall condition and policy of the hotel leave much to be desired. I hope the management seriously considers investing in renovations and better upkeep before these properties fall further into decline.","Royale Chulan The Curve"
